Hotel,URL,Room to be extracted,Location,Platform,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
La siesta - Khu Cổ điển Grand Suite (Classic Wing Grand Suite),https://www.agoda.com/vi-vn/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-25&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=b0a06849-2e0d-4650-8356-7db4ece130e9&ds=NOzaP628fmAepzKF,Khu Cổ điển Grand Suite (Classic Wing Grand Suite),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
La siesta - Khu Cổ điển Phòng Deluxe (Classic Wing Deluxe Room),https://www.agoda.com/vi-vn/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-25&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=b0a06849-2e0d-4650-8356-7db4ece130e9&ds=NOzaP628fmAepzKF,Khu Cổ điển Phòng Deluxe (Classic Wing Deluxe Room),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
La siesta - Khu Cổ điển Phòng Gia đình (Classic Wing Family Room),https://www.agoda.com/vi-vn/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-25&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=b0a06849-2e0d-4650-8356-7db4ece130e9&ds=NOzaP628fmAepzKF,Khu Cổ điển Phòng Gia đình (Classic Wing Family Room),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
La siesta - La Siesta Suite,https://www.agoda.com/vi-vn/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-25&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=b0a06849-2e0d-4650-8356-7db4ece130e9&ds=NOzaP628fmAepzKF,La Siesta Suite,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
La siesta - Phòng Đôi Loại Sang Phía Cổ Điển có Ban Công (Classic Wing Deluxe Double Room with Balcony),https://www.agoda.com/vi-vn/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-25&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=b0a06849-2e0d-4650-8356-7db4ece130e9&ds=NOzaP628fmAepzKF,Phòng Đôi Loại Sang Phía Cổ Điển có Ban Công (Classic Wing Deluxe Double Room with Balcony),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
La siesta - Phòng Hai Giường Đơn Loại Sang Phía Cổ Điển có Ban Công (Classic Wing Deluxe Twin Room with Balcony),https://www.agoda.com/vi-vn/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-25&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=b0a06849-2e0d-4650-8356-7db4ece130e9&ds=NOzaP628fmAepzKF,Phòng Hai Giường Đơn Loại Sang Phía Cổ Điển có Ban Công (Classic Wing Deluxe Twin Room with Balcony),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
La siesta - Suite,https://www.agoda.com/vi-vn/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-25&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=b0a06849-2e0d-4650-8356-7db4ece130e9&ds=NOzaP628fmAepzKF,Suite,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
La siesta - Suite Hai Tầng Thương Gia Phía Hội Viên có Ban Công (Club Wing Executive Duplex Suite with Balcony),https://www.agoda.com/vi-vn/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-25&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=b0a06849-2e0d-4650-8356-7db4ece130e9&ds=NOzaP628fmAepzKF,Suite Hai Tầng Thương Gia Phía Hội Viên có Ban Công (Club Wing Executive Duplex Suite with Balcony),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
La siesta - Suite La Siesta - Cánh Cổ Điển (La Siesta Suite - Classic Wing),https://www.agoda.com/vi-vn/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-25&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=b0a06849-2e0d-4650-8356-7db4ece130e9&ds=NOzaP628fmAepzKF,Suite La Siesta - Cánh Cổ Điển (La Siesta Suite - Classic Wing),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
La siesta - Suite Lớn Phía Hội Viên Hướng Bể Bơi (Club Wing Executive Pool View Suite),https://www.agoda.com/vi-vn/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-25&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=b0a06849-2e0d-4650-8356-7db4ece130e9&ds=NOzaP628fmAepzKF,Suite Lớn Phía Hội Viên Hướng Bể Bơi (Club Wing Executive Pool View Suite),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
La Siesta Hoi An Resort & Spa,https://www.agoda.com/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-06-28&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=6f29f739-0c44-4d95-b72e-1e766f9170ec&ds=t8qF3GhOFoeYR4aV,Club Wing Junior Suite with Balcony,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
La Siesta Hoi An Resort & Spa 1,https://www.agoda.com/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-06-28&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=6f29f739-0c44-4d95-b72e-1e766f9170ec&ds=t8qF3GhOFoeYR4aV,Classic Wing Deluxe Room,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Le Récit - Deluxe giường đôi (Deluxe Double),https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Deluxe giường đôi (Deluxe Double),ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Le Récit - Penthouse,https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Penthouse,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Le Récit - Phòng Deluxe 2 Giường đơn (Deluxe Twin),https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Phòng Deluxe 2 Giường đơn (Deluxe Twin),ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Le Récit - Suite Căn Hộ Áp Mái 1 Phòng Ngủ (Penthouse 1 Bedroom Suite),https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Suite Căn Hộ Áp Mái 1 Phòng Ngủ (Penthouse 1 Bedroom Suite),ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Le Récit - Suite dạng Căn hộ áp mái 2 Phòng ngủ (Penthouse 2 Bedroom Suite),https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Suite dạng Căn hộ áp mái 2 Phòng ngủ (Penthouse 2 Bedroom Suite),ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Le Récit - Suite Deluxe (Deluxe Suite),https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Suite Deluxe (Deluxe Suite),ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Le Récit - Suite Giường Lớn (King Suite),https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Suite Giường Lớn (King Suite),ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Le Recit Boutique Hotel de Dalat,https://www.agoda.com/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-07-30&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&tspTypes=8&los=1&searchrequestid=35b7bd7e-edc5-48cd-bfc9-22c1a3529ba2&ds=GK%2BAXD%2B55oiPibg6,Deluxe Twin,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Legacy Mekong,https://www.agoda.com/legacy-mekong-can-tho-autograph-collection/hotel/c-n-tho-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=f1a4760e-a491-4d98-922a-d4471cbb46a3&checkin=2026-01-12,"Bungalow, 2 Twin, Garden View",Cần Thơ,Agoda,,,,,,,,,,,,,,,,,,,,,
M Hotel,https://www.agoda.com/en-gb/saigon-m-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2023-11-16&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=035dc308-2e55-4a5a-9897-eff533e89040&ds=wKWNNCYzHepMNVAV,Zen Corner,TTD,Agoda,,,,,,,,,,,,,,,,,,,,,
Mai Chau Ecolodge,https://www.agoda.com/mai-chau-ecolodge/hotel/mai-chau-hoa-binh-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=636d308d-4cf6-4919-8f29-0fc5563f6b3f&ds=DoZJ20i2e%2BEqNPUp&checkin=2026-01-11,Superior Twin Room with Garden View,Hòa Bình,Agoda,,,,,,,,,,,,,,,,,,,,,
Mit Retreat,https://www.agoda.com/mit-retreat-h78984157/hotel/hang-thau-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=5bd00a27-07ef-4749-ac5b-47dbd579de16&checkin=2026-01-12,One Bedroom Deluxe Mountain View,Hòa Bình,Agoda,,,,,,,,,,,,,,,,,,,,,
Mơ Stay - Forest Resort,https://www.agoda.com/mo-stay-forest-resort-h36217950/hotel/dalat-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-07-30&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&los=1&searchrequestid=35b7bd7e-edc5-48cd-bfc9-22c1a3529ba2&ds=GK%2BAXD%2B55oiPibg6,Deluxe Balcony Room,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Moire Hội An -1 King Premium River View,https://www.agoda.com/vi-vn/bay-resort-hoi-an-h46330012/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=7fbd8201-2e5d-45e7-abbb-ae22bdf6bd24&ds=GK%2BAXD%2B55oiPibg6&checkin=2026-06-02,1 King Premium River View,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Moire Hội An -1 King Premium Terrace Access,https://www.agoda.com/vi-vn/bay-resort-hoi-an-h46330012/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=7fbd8201-2e5d-45e7-abbb-ae22bdf6bd24&ds=GK%2BAXD%2B55oiPibg6&checkin=2026-06-02,1 King Premium Terrace Access,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Moire Hội An -1 King Suite River View,https://www.agoda.com/vi-vn/bay-resort-hoi-an-h46330012/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=7fbd8201-2e5d-45e7-abbb-ae22bdf6bd24&ds=GK%2BAXD%2B55oiPibg6&checkin=2026-06-02,1 King Suite River View,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Moire Hội An -2 Twin Deluxe River View,https://www.agoda.com/vi-vn/bay-resort-hoi-an-h46330012/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=7fbd8201-2e5d-45e7-abbb-ae22bdf6bd24&ds=GK%2BAXD%2B55oiPibg6&checkin=2026-06-02,2 Twin Deluxe River View,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Moire Hội An -Moire Pool Villa,https://www.agoda.com/vi-vn/bay-resort-hoi-an-h46330012/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=7fbd8201-2e5d-45e7-abbb-ae22bdf6bd24&ds=GK%2BAXD%2B55oiPibg6&checkin=2026-06-02,Moire Pool Villa,HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Moire Hội An -Phòng Deluxe có 2 giường đơn (2 Twin Deluxe),https://www.agoda.com/vi-vn/bay-resort-hoi-an-h46330012/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=7fbd8201-2e5d-45e7-abbb-ae22bdf6bd24&ds=GK%2BAXD%2B55oiPibg6&checkin=2026-06-02,Phòng Deluxe có 2 giường đơn (2 Twin Deluxe),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Moire Hội An -Phòng Deluxe có giường King - Phù hợp cho người khuyết tật (1 King Deluxe Accessible),https://www.agoda.com/vi-vn/bay-resort-hoi-an-h46330012/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=7fbd8201-2e5d-45e7-abbb-ae22bdf6bd24&ds=GK%2BAXD%2B55oiPibg6&checkin=2026-06-02,Phòng Deluxe có giường King - Phù hợp cho người khuyết tật (1 King Deluxe Accessible),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Moire Hội An -Phòng Deluxe có giường King (1 King Deluxe),https://www.agoda.com/vi-vn/bay-resort-hoi-an-h46330012/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=7fbd8201-2e5d-45e7-abbb-ae22bdf6bd24&ds=GK%2BAXD%2B55oiPibg6&checkin=2026-06-02,Phòng Deluxe có giường King (1 King Deluxe),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Moire Hội An -Phòng Loại Sang (Deluxe Room),https://www.agoda.com/vi-vn/bay-resort-hoi-an-h46330012/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=7fbd8201-2e5d-45e7-abbb-ae22bdf6bd24&ds=GK%2BAXD%2B55oiPibg6&checkin=2026-06-02,Phòng Loại Sang (Deluxe Room),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Moire Hội An -Phòng Loại Sang 1 Giường Lớn Hướng Sông (1 King Deluxe River View),https://www.agoda.com/vi-vn/bay-resort-hoi-an-h46330012/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=7fbd8201-2e5d-45e7-abbb-ae22bdf6bd24&ds=GK%2BAXD%2B55oiPibg6&checkin=2026-06-02,Phòng Loại Sang 1 Giường Lớn Hướng Sông (1 King Deluxe River View),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
