Hotel,URL,Room to be extracted,Location,Platform
M Hotel,https://www.agoda.com/en-gb/saigon-m-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2023-11-16&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=035dc308-2e55-4a5a-9897-eff533e89040&ds=wKWNNCYzHepMNVAV,Zen Corner,TTD,Agoda
Hato,https://www.agoda.com/hato-saigon-hotel-rooftop/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2024-03-11&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=88064a43-db35-443e-b02a-a34ef59cfb3a&ds=V4OwFj%2FJmdc3wSq2,Deluxe Double No Window,TTD,Agoda
Hato,https://www.agoda.com/hato-saigon-hotel-rooftop/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2024-03-11&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=88064a43-db35-443e-b02a-a34ef59cfb3a&ds=V4OwFj%2FJmdc3wSq2,Premium Twin Room - Non-Smoking,TTD,Agoda
La Siesta Hoi An Resort & Spa 1,https://www.agoda.com/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-06-28&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=6f29f739-0c44-4d95-b72e-1e766f9170ec&ds=t8qF3GhOFoeYR4aV,Classic Wing Deluxe Room,HA,Agoda
La Siesta Hoi An Resort & Spa,https://www.agoda.com/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-06-28&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=6f29f739-0c44-4d95-b72e-1e766f9170ec&ds=t8qF3GhOFoeYR4aV,Club Wing Junior Suite with Balcony,HA,Agoda
The Signature Hoi An,https://www.agoda.com/the-signature-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-06-28&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=59dc9e56-4b06-4a8e-a3f5-08dc9c77da54&ds=t8qF3GhOFoeYR4aV,Signature Lantern Room,HA,Agoda
Moire Hoi An Vignette Collection By IHG,https://www.agoda.com/moire-hoi-an-vignette-collection-an-ihg-hotel/hotel/hoi-an-vn.html?locale=en-us&ckuid=a92c1e11-0f73-4edd-92be-952d6582b7d6&prid=0&gclid=CjwKCAjwmenCBhA4EiwAtVjzmnb6ZTBDbNlqKdl74D-POLaJk8E9cOtOPxq5aHysoRPzU7RF0Y50NBoCcFsQAvD_BwE&currency=VND&correlationId=8bf6955a-c300-4eb4-88ba-b82bfa608de9&analyticsSessionId=-8289205163169192005&pageTypeId=7&realLanguageId=1&languageId=1&origin=VN&stateCode=SG&cid=1922877&tag=802ff3ba-6cd1-4f47-b9d9-8eec127eda92&userId=a92c1e11-0f73-4edd-92be-952d6582b7d6&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=en-us&cultureInfoName=en-us&machineName=hk-pc-2h-acm-web-user-cb85d546f-b6pxt&trafficGroupId=5&trafficSubGroupId=9&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-07-18&checkOut=2025-07-19&rooms=1&adults=2&childs=0&priceCur=VND&los=1&textToSearch=Moire+Hoi+An+Vignette+Collection+By+IHG&productType=-1&travellerType=1&familyMode=off&ds=IoZUEux%2BQhruZi3k,1 King Deluxe,HA,Agoda
Sol An Bang Beach Resort & Spa,https://www.agoda.com/sol-an-bang-beach-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-08-5&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=17&los=1&searchrequestid=6cb2e5e7-05d2-490b-b8ae-b0d0c702db7e&ds=sKBy4LzJohpzc%2BOe,Deluxe Room,HA,Agoda
Dechiu Hotel 1 - Hotel,https://www.agoda.com/dechiu-hotel/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-08-5&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=62d312bf-22ba-4558-8047-8872e060e1b4&ds=sKBy4LzJohpzc%2BOe,Double Room with Queen Bed - Non-Smoking,HA,Agoda
Dechiu Hotel - Hotel,https://www.agoda.com/dechiu-hotel/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-08-5&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=62d312bf-22ba-4558-8047-8872e060e1b4&ds=sKBy4LzJohpzc%2BOe,Double Room with Sea View,HA,Agoda
